Org Name	Station ID	State	County	HUC	Generated HUC	Station Latitude	Station Longitude	Station Horizontal Datum	Visit Num	Activity ID	Activity Start	Activity Start Zone	Activity Type	Activity Category-Rep Num	Habitat Class Name	Characteristic Name	Characteristic Description	Sample Fraction	Value Type	Statistic Type	Result Value as Text	Result Value Status	Result Value as Number	Units	Activity Comment	Result Comment	Result Measure Qualifier	Weight Basis	Temperature Basis	Duration Basis	Analytical Proc ID	All Result Detections/Thresholds	Analysis Date	Analysis Date Zone	Conf Level	Confidence Interval	Result Depth Height	Result Depth Height Unit	Result Depth Altitude Ref Point	Result Sampling Point
The Rivers of Colorado Water Watch Network (RiverWatch)	251	COLORADO	GRAND	14010002	14010002	39.9232716	-106.3480649	NAD83       		251.106XS	2008-12-07 14:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Cross-section Depth	Cross-section Depth~~~~~~~~~ft		Actual		25	Validated	25	ft	XS Depth						~		2008-12-07 14:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	251	COLORADO	GRAND	14010002	14010002	39.9232716	-106.3480649	NAD83       		251.106XS	2008-12-07 14:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Cross-section Depth	Cross-section Depth~~~~~~~~~ft		Actual		30	Validated	30	ft	XS Depth						~		2008-12-07 14:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	251	COLORADO	GRAND	14010002	14010002	39.9232716	-106.3480649	NAD83       		251.106XS	2008-12-07 14:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Cross-section Depth	Cross-section Depth~~~~~~~~~ft		Actual		31	Validated	31	ft	XS Depth						~		2008-12-07 14:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	251	COLORADO	GRAND	14010002	14010002	39.9232716	-106.3480649	NAD83       		251.106XS	2008-12-07 14:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Cross-section Depth	Cross-section Depth~~~~~~~~~ft		Actual		30	Validated	30	ft	XS Depth						~		2008-12-07 14:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	251	COLORADO	GRAND	14010002	14010002	39.9232716	-106.3480649	NAD83       		251.106XS	2008-12-07 14:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Cross-section Depth	Cross-section Depth~~~~~~~~~ft		Actual		31	Validated	31	ft	XS Depth						~		2008-12-07 14:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	251	COLORADO	GRAND	14010002	14010002	39.9232716	-106.3480649	NAD83       		251.106XS	2008-12-07 14:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Cross-section Depth	Cross-section Depth~~~~~~~~~ft		Actual		29	Validated	29	ft	XS Depth						~		2008-12-07 14:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	251	COLORADO	GRAND	14010002	14010002	39.9232716	-106.3480649	NAD83       		251.106XS	2008-12-07 14:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Cross-section Depth	Cross-section Depth~~~~~~~~~ft		Actual		32	Validated	32	ft	XS Depth						~		2008-12-07 14:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	251	COLORADO	GRAND	14010002	14010002	39.9232716	-106.3480649	NAD83       		251.106XS	2008-12-07 14:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Cross-section Depth	Cross-section Depth~~~~~~~~~ft		Actual		30	Validated	30	ft	XS Depth						~		2008-12-07 14:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	251	COLORADO	GRAND	14010002	14010002	39.9232716	-106.3480649	NAD83       		251.106XS	2008-12-07 14:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Cross-section Depth	Cross-section Depth~~~~~~~~~ft		Actual		32	Validated	32	ft	XS Depth						~		2008-12-07 14:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	251	COLORADO	GRAND	14010002	14010002	39.9232716	-106.3480649	NAD83       		251.106XS	2008-12-07 14:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Cross-section Depth	Cross-section Depth~~~~~~~~~ft		Actual		31	Validated	31	ft	XS Depth						~		2008-12-07 14:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	251	COLORADO	GRAND	14010002	14010002	39.9232716	-106.3480649	NAD83       		251.106XS	2008-12-07 14:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Cross-section Depth	Cross-section Depth~~~~~~~~~ft		Actual		30	Validated	30	ft	XS Depth						~		2008-12-07 14:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	251	COLORADO	GRAND	14010002	14010002	39.9232716	-106.3480649	NAD83       		251.106XS	2008-12-07 14:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Cross-section Depth	Cross-section Depth~~~~~~~~~ft		Actual		30	Validated	30	ft	XS Depth						~		2008-12-07 14:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	251	COLORADO	GRAND	14010002	14010002	39.9232716	-106.3480649	NAD83       		251.106XS	2008-12-07 14:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Cross-section Depth	Cross-section Depth~~~~~~~~~ft		Actual		29	Validated	29	ft	XS Depth						~		2008-12-07 14:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	251	COLORADO	GRAND	14010002	14010002	39.9232716	-106.3480649	NAD83       		251.106XS	2008-12-07 14:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Cross-section Depth	Cross-section Depth~~~~~~~~~ft		Actual		30	Validated	30	ft	XS Depth						~		2008-12-07 14:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	251	COLORADO	GRAND	14010002	14010002	39.9232716	-106.3480649	NAD83       		251.106XS	2008-12-07 14:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Cross-section Depth	Cross-section Depth~~~~~~~~~ft		Actual		26	Validated	26	ft	XS Depth						~		2008-12-07 14:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	251	COLORADO	GRAND	14010002	14010002	39.9232716	-106.3480649	NAD83       		251.106XS	2008-12-07 14:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Cross-section Depth	Cross-section Depth~~~~~~~~~ft		Actual		26	Validated	26	ft	XS Depth						~		2008-12-07 14:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	251	COLORADO	GRAND	14010002	14010002	39.9232716	-106.3480649	NAD83       		251.106XS	2008-12-07 14:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Cross-section Depth	Cross-section Depth~~~~~~~~~ft		Actual		30	Validated	30	ft	XS Depth						~		2008-12-07 14:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	251	COLORADO	GRAND	14010002	14010002	39.9232716	-106.3480649	NAD83       		251.106XS	2008-12-07 14:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Cross-section Depth	Cross-section Depth~~~~~~~~~ft		Actual		30	Validated	30	ft	XS Depth						~		2008-12-07 14:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	251	COLORADO	GRAND	14010002	14010002	39.9232716	-106.3480649	NAD83       		251.106XS	2008-12-07 14:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Cross-section Depth	Cross-section Depth~~~~~~~~~ft		Actual		27	Validated	27	ft	XS Depth						~		2008-12-07 14:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	251	COLORADO	GRAND	14010002	14010002	39.9232716	-106.3480649	NAD83       		251.106XS	2008-12-07 14:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Cross-section Depth	Cross-section Depth~~~~~~~~~ft		Actual		24	Validated	24	ft	XS Depth						~		2008-12-07 14:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	251	COLORADO	GRAND	14010002	14010002	39.9232716	-106.3480649	NAD83       		251.106XS	2008-12-07 14:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Cross-section Depth	Cross-section Depth~~~~~~~~~ft		Actual		24	Validated	24	ft	XS Depth						~		2008-12-07 14:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	251	COLORADO	GRAND	14010002	14010002	39.9232716	-106.3480649	NAD83       		251.106XS	2008-12-07 14:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Cross-section Depth	Cross-section Depth~~~~~~~~~ft		Actual		23	Validated	23	ft	XS Depth						~		2008-12-07 14:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	252	COLORADO	GRAND	14010002	14010002	40.0292278	-106.3872762	NAD83       		252.134SC1	2010-12-13 14:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Time	Kick Time~~~~~~~~~seconds		Actual		60	Validated	60	seconds	Sub Samp						~		2010-12-13 14:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	252	COLORADO	GRAND	14010002	14010002	40.0292278	-106.3872762	NAD83       		252.134SC1	2010-12-13 14:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Slow Riffle	Slow Riffle~~~~~~~~~None		Actual		NO	Validated		None	Sub Samp						~		2010-12-13 14:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	252	COLORADO	GRAND	14010002	14010002	40.0292278	-106.3872762	NAD83       		252.134SC1	2010-12-13 14:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, Inorganic, Silt, 0.004-0.06 mm	RBP2, Substrate, Inorganic, Silt, 0.004-0.06 mm~~~~~~~~~%		Actual		5	Validated	5	%	Sub Samp						~		2010-12-13 14:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	252	COLORADO	GRAND	14010002	14010002	40.0292278	-106.3872762	NAD83       		252.134SC1	2010-12-13 14:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Sandy Substrate (Choice List)	Sandy Substrate (Choice List)~~~~~~~~~None		Actual		NO	Validated		None	Sub Samp						~		2010-12-13 14:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	252	COLORADO	GRAND	14010002	14010002	40.0292278	-106.3872762	NAD83       		252.134SC1	2010-12-13 14:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, inorganic, sand, 0.06-2.0 mm	RBP2, Substrate, inorganic, sand, 0.06-2.0 mm~~~~~~~~~%		Actual		25	Validated	25	%	Sub Samp						~		2010-12-13 14:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	252	COLORADO	GRAND	14010002	14010002	40.0292278	-106.3872762	NAD83       		252.134SC1	2010-12-13 14:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Rocky Substrate (Choice List)	Rocky Substrate (Choice List)~~~~~~~~~None		Actual		YES	Validated		None	Sub Samp						~		2010-12-13 14:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	252	COLORADO	GRAND	14010002	14010002	40.0292278	-106.3872762	NAD83       		252.134SC1	2010-12-13 14:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, organic, muck-mud, black-fine (FPOM)	RBP2, Substrate, organic, muck-mud, black-fine (FPOM)~~~~~~~~~%		Actual		3	Validated	3	%	Sub Samp						~		2010-12-13 14:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	252	COLORADO	GRAND	14010002	14010002	40.0292278	-106.3872762	NAD83       		252.134SC1	2010-12-13 14:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, inorganic, gravel, 2-64 mm	RBP2, Substrate, inorganic, gravel, 2-64 mm~~~~~~~~~%		Actual		50	Validated	50	%	Sub Samp						~		2010-12-13 14:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	252	COLORADO	GRAND	14010002	14010002	40.0292278	-106.3872762	NAD83       		252.134SC1	2010-12-13 14:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Fast Riffle	Fast Riffle~~~~~~~~~None		Actual		YES	Validated		None	Sub Samp						~		2010-12-13 14:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	252	COLORADO	GRAND	14010002	14010002	40.0292278	-106.3872762	NAD83       		252.134SC1	2010-12-13 14:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, organic, detritus, sticks, wood, etc. (CPOM)	RBP2, Substrate, organic, detritus, sticks, wood, etc. (CPOM)~~~~~~~~~%		Actual		5	Validated	5	%	Sub Samp						~		2010-12-13 14:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	252	COLORADO	GRAND	14010002	14010002	40.0292278	-106.3872762	NAD83       		252.134SC1	2010-12-13 14:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Depth	Kick Depth~~~~~~~~~ft		Actual		0.42	Validated	.42	ft	Sub Samp						~		2010-12-13 14:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	252	COLORADO	GRAND	14010002	14010002	40.0292278	-106.3872762	NAD83       		252.134SC1	2010-12-13 14:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, inorganic, cobble, 64-256 mm	RBP2, Substrate, inorganic, cobble, 64-256 mm~~~~~~~~~%		Actual		15	Validated	15	%	Sub Samp						~		2010-12-13 14:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	252	COLORADO	GRAND	14010002	14010002	40.0292278	-106.3872762	NAD83       		252.134SC1	2010-12-13 14:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, inorganic, clay, <0.004 mm	RBP2, Substrate, inorganic, clay, <0.004 mm~~~~~~~~~%		Actual		5	Validated	5	%	Sub Samp						~		2010-12-13 14:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	252	COLORADO	GRAND	14010002	14010002	40.0292278	-106.3872762	NAD83       		252.134SC1	2010-12-13 14:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, inorganic, bedrock	RBP2, Substrate, inorganic, bedrock~~~~~~~~~%		Actual		0	Validated	0	%	Sub Samp						~		2010-12-13 14:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	252	COLORADO	GRAND	14010002	14010002	40.0292278	-106.3872762	NAD83       		252.134PH	2010-12-13 14:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Habitat type, vegetated banks (%)	RBP2, Habitat type, vegetated banks (%)~~~~~~~~~%		Actual		2	Validated	2	%	Phys Hab						~		2010-12-13 14:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	252	COLORADO	GRAND	14010002	14010002	40.0292278	-106.3872762	NAD83       		252.134PH	2010-12-13 14:40:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Habitat type, snags (%)	RBP2, Habitat type, snags (%)~~~~~~~~~%		Actual		5	Validated	5	%	Phys Hab						~		2010-12-13 14:40:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	251	COLORADO	GRAND	14010002	14010002	39.9232716	-106.3480649	NAD83       		251.106XS	2008-12-07 14:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Cross-section Depth	Cross-section Depth~~~~~~~~~ft		Actual		22	Validated	22	ft	XS Depth						~		2008-12-07 14:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	251	COLORADO	GRAND	14010002	14010002	39.9232716	-106.3480649	NAD83       		251.106XS	2008-12-07 14:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Cross-section Depth	Cross-section Depth~~~~~~~~~ft		Actual		22	Validated	22	ft	XS Depth						~		2008-12-07 14:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	251	COLORADO	GRAND	14010002	14010002	39.9232716	-106.3480649	NAD83       		251.106XS	2008-12-07 14:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Cross-section Depth	Cross-section Depth~~~~~~~~~ft		Actual		21	Validated	21	ft	XS Depth						~		2008-12-07 14:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	251	COLORADO	GRAND	14010002	14010002	39.9232716	-106.3480649	NAD83       		251.106XS	2008-12-07 14:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Cross-section Depth	Cross-section Depth~~~~~~~~~ft		Actual		18	Validated	18	ft	XS Depth						~		2008-12-07 14:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	251	COLORADO	GRAND	14010002	14010002	39.9232716	-106.3480649	NAD83       		251.106XS	2008-12-07 14:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Cross-section Depth	Cross-section Depth~~~~~~~~~ft		Actual		17	Validated	17	ft	XS Depth						~		2008-12-07 14:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	251	COLORADO	GRAND	14010002	14010002	39.9232716	-106.3480649	NAD83       		251.106XS	2008-12-07 14:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Cross-section Depth	Cross-section Depth~~~~~~~~~ft		Actual		12.5	Validated	12.5	ft	XS Depth						~		2008-12-07 14:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	251	COLORADO	GRAND	14010002	14010002	39.9232716	-106.3480649	NAD83       		251.106XS	2008-12-07 14:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Cross-section Depth	Cross-section Depth~~~~~~~~~ft		Actual		11	Validated	11	ft	XS Depth						~		2008-12-07 14:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	251	COLORADO	GRAND	14010002	14010002	39.9232716	-106.3480649	NAD83       		251.106XS	2008-12-07 14:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Cross-section Depth	Cross-section Depth~~~~~~~~~ft		Actual		9	Validated	9	ft	XS Depth						~		2008-12-07 14:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	251	COLORADO	GRAND	14010002	14010002	39.9232716	-106.3480649	NAD83       		251.106XS	2008-12-07 14:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Cross-section Depth	Cross-section Depth~~~~~~~~~ft		Actual		11	Validated	11	ft	XS Depth						~		2008-12-07 14:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	251	COLORADO	GRAND	14010002	14010002	39.9232716	-106.3480649	NAD83       		251.106XS	2008-12-07 14:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Cross-section Depth	Cross-section Depth~~~~~~~~~ft		Actual		11	Validated	11	ft	XS Depth						~		2008-12-07 14:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	251	COLORADO	GRAND	14010002	14010002	39.9232716	-106.3480649	NAD83       		251.106XS	2008-12-07 14:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Cross-section Depth	Cross-section Depth~~~~~~~~~ft		Actual		6	Validated	6	ft	XS Depth						~		2008-12-07 14:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	251	COLORADO	GRAND	14010002	14010002	39.9232716	-106.3480649	NAD83       		251.106SC1	2008-12-07 14:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Time	Kick Time~~~~~~~~~seconds		Actual		60	Validated	60	seconds	Sub Samp						~		2008-12-07 14:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	251	COLORADO	GRAND	14010002	14010002	39.9232716	-106.3480649	NAD83       		251.106SC1	2008-12-07 14:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Slow Riffle	Slow Riffle~~~~~~~~~None		Actual		NO	Validated		None	Sub Samp						~		2008-12-07 14:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	251	COLORADO	GRAND	14010002	14010002	39.9232716	-106.3480649	NAD83       		251.106SC1	2008-12-07 14:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Sandy Substrate (Choice List)	Sandy Substrate (Choice List)~~~~~~~~~None		Actual		NO	Validated		None	Sub Samp						~		2008-12-07 14:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	251	COLORADO	GRAND	14010002	14010002	39.9232716	-106.3480649	NAD83       		251.106SC1	2008-12-07 14:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Rocky Substrate (Choice List)	Rocky Substrate (Choice List)~~~~~~~~~None		Actual		YES	Validated		None	Sub Samp						~		2008-12-07 14:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	251	COLORADO	GRAND	14010002	14010002	39.9232716	-106.3480649	NAD83       		251.106SC1	2008-12-07 14:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, inorganic, gravel, 2-64 mm	RBP2, Substrate, inorganic, gravel, 2-64 mm~~~~~~~~~%		Actual		20	Validated	20	%	Sub Samp						~		2008-12-07 14:30:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	251	COLORADO	GRAND	14010002	14010002	39.9232716	-106.3480649	NAD83       		251.106SC1	2008-12-07 14:30:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Fast Riffle	Fast Riffle~~~~~~~~~None		Actual		YES	Validated		None	Sub Samp						~		2008-12-07 14:30:00	MST						
